"index","przypadki","Arima_lag1","Arima_bc","Arima_auto"
504,22097,9472.02972446208,25582.2938919881,21991.9794084499
505,20027,11973.9167628752,19840.7665660804,20531.9460114533
506,19397,10072.0161212358,16980.6672048731,19649.5817146197
507,15976,13929.3548964429,16501.3602749214,19350.0104435156
508,9609,17886.2300523074,15264.3947576761,15346.162492629
509,13806,13535.9052302227,12205.6501536645,10103.2279571987
510,18021,7233.91361745334,19081.5689405344,16905.8096653368
511,17156,8448.37358641941,19387.5188124401,16345.4179734869
512,15392,9618.23923864348,16967.9580854958,16608.7923757098
513,10788,7670.50224107411,13372.5632862895,14667.7046101746
514,6252,11314.5222926735,10706.7909419054,10608.7449481627
515,5029,13766.0880220882,7776.28085613979,7278.99624281225
516,9843,8852.14420815339,8230.54849474592,6658.22760599446
517,15571,3167.15216347468,12501.3309847187,11365.0981899261
518,14325,2451.02239968457,12997.4806152277,14710.3278305785
519,13601,5385.80191046551,9261.78894863874,12238.7525172669
520,12032,7283.64311696093,8726.16374273329,13894.9994117126
521,7179,10133.0383748712,8779.26497763416,11015.7349834091
522,6422,11663.2453549077,7979.18236344703,7370.2037481259
523,11670,7604.07125208209,10308.7949209366,8013.83323690285
524,17196,4256.70178641321,17163.1304370731,12651.3113446774
525,16576,4456.0228385138,17883.3298947168,16149.1287807604
526,11902,5711.10186445755,13594.9220152946,14432.2160018904
527,10900,8453.34274079856,9260.68245172727,11193.9231186517
528,11106,11420.0383508256,9554.35646927858,11927.2046157463
529,7785,11407.4883273823,10403.1247193477,11032.620078791
530,11406,7875.42834084085,9230.56684925001,7597.14094800483
531,16173,3753.3882361933,13980.1855064952,13452.8717278087
532,16878,5583.99754820041,15655.758465856,14763.4942499417
533,16047,8207.34905004515,14582.147644437,15839.4860544617
534,16896,7349.69634641157,12787.0585231252,14968.7632796759
535,14667,9198.3178056554,14165.6516965816,16954.6442310179
536,10445,12967.1996046076,13220.8024495852,13270.5637007178
537,19652,11898.089043572,12545.7390342247,10935.8596467611
538,30586,6409.02137875122,22314.7991839859,22189.4091672455
539,32835,6796.88027011361,25950.0443709226,27658.977033061
540,36665,10430.9776765841,24525.7664859537,29451.3246141714
541,40876,12213.619087884,25343.4151540547,35003.7922815675
542,34088,19279.3414529038,29814.3026940531,37982.7386681628
543,29100,26911.2789069479,29437.1662555062,30250.612661784
544,36995,24199.7951696836,34170.8240465795,30227.5563032261
545,53420,19810.7609846315,46691.194657266,38095.0251971683
546,57659,19573.3582734818,59890.3537990833,52104.9439967861
547,57262,20774.0508040423,53690.5694836399,50726.5633943532
548,51695,23909.5518705753,49580.0254554254,54900.220892025
549,48251,35067.7032725482,43316.258552035,47324.6310414543
550,33480,41785.6397557176,45181.04010276,49041.9184308991
551,39114,37801.8364435086,36887.3541869533,29867.5121910291
552,56051,26115.5037487564,50709.8070231165,47078.8804611591
553,54477,22112.9666985916,58733.130739612,52473.2754134666
554,47534,27047.5415243567,53201.4536950657,49853.0289950774
555,45749,26317.7767511403,43023.8127114832,45437.6573181075
556,34703,31522.5211734532,43790.1289197764,46085.6712633014
557,21980,40926.5544316689,35174.915282668,32062.9258809598
558,31986,32924.6806450626,29983.6778579108,25077.743400523
559,41695,17037.9591836689,41833.5907453451,37227.3308174877
560,37609,17362.7093406193,43234.8946492476,38680.5041378091
561,32109,20706.8022574716,33908.6633275115,34819.125994238
562,28159,18673.208767756,28046.9917069717,31637.8180844364
563,20033,24849.6118049276,26072.4965088495,28371.4504461355
564,12233,29288.9593197632,22031.0127811185,19916.5821340393
565,19859,19867.1132335715,18180.7039190377,14571.2682109791
566,25674,9046.75635331254,28571.7299508225,23985.6711086687
567,26123,10614.1917707592,26425.0743407719,23230.8335513935
568,21397,12083.2263151618,22854.6427300394,25496.8142921219
569,18801,11599.3087584383,16214.2178069755,19119.1291747749
570,12347,16335.8228168518,16376.3382268354,20371.1203541087
571,8675,19800.2652858288,12564.8280568657,11017.9238307841
572,16714,13718.9703931734,13263.73312803,11864.023977365
573,18187,5365.99831036538,21805.8930572163,18426.937437614
574,16351,7269.78969775462,19014.6997319842,15758.6414345198
575,14996,9067.54984641083,15160.5315749604,16391.6778199775
576,12448,9073.61589911297,12840.6376285439,14346.9457685498
577,7986,12660.4099427606,11325.0838573255,12657.2895947488
578,5894,12578.5046755328,8930.62493366647,8033.29668178171
579,11547,7864.25616776713,8734.68094388185,7666.37311185666
580,13046,4485.88106633358,14672.9866390214,13105.0517653379
581,12521,5566.20998911654,12128.4238386623,11187.9447719899
582,11093,5437.54339456465,10602.1603234777,12684.9473568693
583,11423,6263.18317891968,8475.00735407197,10155.4448952852
584,6892,9348.61716457746,9804.09343389166,12286.97787898
585,5036,10051.6442147837,6924.50524277582,5412.69465318748
586,11643,6405.24407519705,7851.3499454321,7454.85463869783
587,12847,3470.6683317215,14252.7302327037,12459.5772851885
588,11937,5594.89399708294,12272.4383955877,10931.6296258921
589,10329,5250.75918793509,10062.1137893598,11855.4312825642
590,9968,5844.43319640045,8392.04909270164,9565.42703752609
591,6768,9512.56996744515,8851.88558343222,10682.6330522471
592,4763,9572.4466436732,7163.92016524004,5935.3113222774
593,11250,5628.78850561459,7080.87664512651,6384.54751404148
594,12870,2835.40342541522,13741.038304538,12548.9766593358
595,10942,5215.14602825966,11229.5144030185,10638.1692305798
596,10409,5680.99143806849,9176.20876441476,10789.3384254755
597,9269,5498.55756418354,8138.71912836282,10156.8351513619
598,5103,9147.05142308468,8402.74825818864,9259.88538930077
599,3760,9577.37468970387,5968.51991539772,4842.22560306576
600,8988,5115.29408043723,6629.39338247771,5526.15023967474
601,9349,2685.59378259222,11972.5331238549,10049.9431640579
602,8052,4561.89658135221,8984.00322578444,7642.84868410302
603,7375,4066.57251200806,6837.38321984123,8435.065905009
604,5974,4181.60081600459,5671.33385310173,7019.23957727532
605,3171,7332.31156476358,5211.93669675133,6309.56934925069
606,2159,6870.30762448491,3728.59592088819,3195.34502733671
607,5927,3305.79474807,3903.81702138295,3507.32619773131
608,5095,1689.9333971977,8153.87317039649,6850.13739649731
609,4492,3256.8264453727,4978.46725941397,3761.17806954403
610,3670,2543.6461800819,4231.34963462885,5476.03592408923
611,1913,2554.89914013021,2925.57239704231,3115.41916679407
612,500,4697.85050016653,2134.82473060489,2638.46254637222
613,461,3664.00382380085,952.628111883555,821.066532155292
614,1706,1213.46856817302,1453.14094254069,1510.30766062176
615,1411,524.061192303759,2543.2894550672,2026.44707025934
616,1346,1036.90543452625,1279.88490643871,1347.64769662433
617,1194,743.040510607523,849.746894161328,1754.49170133814
618,1313,913.459481567762,630.222410186291,1233.21358621636
619,398,1543.39006432674,771.94091221101,1711.48150549899
620,357,1416.46829700253,385.398825561234,286.781293077309
621,1480,707.053636488283,755.109983232404,1111.61580571715
622,1154,503.829876230215,2025.01033397411,1641.27657789736
623,1068,1002.49681712044,1271.85432812748,1040.25244109844
624,1098,636.450385111917,1041.06343086015,1429.51020610654
625,978,725.661549983123,876.595812197874,1165.39641695924
626,290,1423.09460793619,790.114678836286,1234.19009762427
627,255,1228.84185396953,340.609079921314,364.748971797237
628,283,582.273502376548,515.482512335407,814.588562956335
629,1380,647.289520981278,492.537263224442,394.100506290298
630,1066,505.57356096928,1474.35401384028,1920.33750982972
631,1002,444.735102649463,499.459156791047,613.078106926229
632,1140,548.165507532237,612.36512697539,1592.14548177833
633,317,981.441558777047,502.472368790862,1023.35478884635
634,248,1513.27239291273,367.260471132174,551.250229697277
635,1228,830.762334440774,474.647637912141,667.429854679821
636,940,280.350804731793,2134.07437398835,1595.3982321965
637,867,784.3666355593,916.467793753215,715.152450787979
638,786,674.771949884771,1020.45672790766,1329.53597096652
639,775,699.919725257489,545.236084537705,767.311343738195
640,215,1129.16668822442,734.168760669247,1164.23417543537
641,173,1011.1839872441,206.408666897139,202.665410470177
642,797,536.189275985617,415.660647507846,750.308535732534
643,159,420.136628350977,808.985329835505,961.452896879205
644,804,777.395120940092,222.774266348251,155.55495071787
645,562,285.739037041016,741.393018915008,1419.52935398964
646,620,482.136756742039,297.095382440836,270.38726494063
647,187,820.736345557335,440.645644322903,1212.4766082624
648,159,694.379433128691,141.759381591851,8.33812647862032
649,652,614.329836117892,335.951014602259,801.957518447365
650,512,464.845455341638,699.550575441152,704.381765959457
651,455,526.273757794933,580.416492023236,695.054395111662
652,429,398.345323100319,391.476503952488,650.057402863399
653,390,535.467302926259,415.213525194071,649.290420776246
654,129,801.938843162094,327.981132865687,595.940966719471
655,91,641.762095605631,185.142967415707,321.579147750922
656,463,377.841532312849,183.809687494863,418.457414327734
657,342,365.821595835028,602.837568962879,724.131774834885
658,332,524.376082584245,240.87505548868,408.3017937883
659,277,372.319199898412,261.964899240957,643.07725261792
660,314,411.946930775753,160.007001090842,401.712670504652
661,87,626.884599416312,276.870077938184,616.252786176939
662,59,572.26296702972,94.7858688736938,192.530969108169
663,382,359.743648295101,180.873590265938,431.848129273503
664,256,307.474228982882,480.334204928877,584.849393626324
665,223,477.495612600536,255.031115895602,375.656927180441
666,237,372.004071424762,169.110765100142,499.145613190641
667,238,366.647971107752,164.794257761723,414.765247378067
668,74,549.693238546414,157.998595127123,479.695025263993
669,81,497.68043127314,82.3511498633923,241.133903172891
670,295,328.606574871103,146.465589223277,393.262429898901
671,231,327.471765548427,351.190502299948,503.212990241681
672,204,436.825428526177,208.835366525533,382.691728564479
673,210,354.918711412942,182.310848625909,450.57260660575
674,226,368.093526592118,162.753225702662,403.732920564222
675,55,499.959613906134,189.502960164623,458.068882814125
676,49,477.78912278892,68.035755646044,223.403317448267
677,294,341.74807009032,118.697516261784,358.264474104297
678,181,311.53554915849,330.316268038595,514.509992948384
679,249,422.513161906162,146.262957218187,307.842162873337
680,228,321.660459250028,170.284398340262,542.891092378416
681,239,366.616618455645,123.466193218943,354.669630839654
682,50,505.742824124759,170.519708019368,514.923853038108
683,39,476.91014580414,58.9886715764226,179.934156347459
684,279,370.197873331655,125.099681982326,382.048009980976
685,209,325.061311225144,393.216347437203,478.076184525044
686,209,397.877909925567,204.173656171744,363.826153196514
687,43,321.491137553977,152.414400401669,458.175722032134
688,228,399.66241949592,38.5088044630794,199.257250399088
689,57,460.430656891906,220.388522204549,574.132102079271
690,42,438.291927805364,41.0120984143325,112.858493920735
691,324,305.445212468468,91.9444865111454,420.543105340452
692,285,247.006558837356,235.817564493909,491.78408397408
693,269,438.26221649877,199.611332555899,446.11288578415
694,307,385.065009583495,138.845061977302,485.119080302539
695,302,358.59110577126,216.793069030902,508.840727179658
696,90,532.360974145337,212.83974955162,499.442477101587
697,84,555.848377781532,147.973587417515,269.690057035601
698,625,396.937141091359,206.312893916047,393.481793956711
699,472,285.021906368217,871.038929664279,894.925007868853
700,507,470.312988131891,310.858025671477,444.584900555489
701,571,415.174782404344,354.058365702086,856.817647477914
702,540,503.332915231324,248.834405862231,641.268996946653
703,142,772.677342261987,371.673062357122,799.288035753934
704,107,710.871746870168,141.32168698018,230.450942675605
705,909,489.017326196771,328.095059664623,538.192995111371
706,831,366.304358157891,1161.00926514227,1169.24614343039
707,924,551.754915473182,740.025836390597,748.340406440351
708,894,423.045287975202,575.187620599191,1246.88794593951
709,1081,646.77996010231,494.616389117212,895.299506978587
710,263,1058.06875142401,629.73261032259,1409.0493339561
711,194,1092.92721468945,270.643097439701,135.730552327137
712,1720,681.562153525375,483.809826000999,874.543488269813
