,0
0,598.8797
1,975.5389
2,1326.2167
3,1652.9352
4,1957.5258
5,2241.6536
6,2506.835
7,2754.4534
8,2985.7754
9,3201.9624
10,3404.081
11,3593.1118
12,3769.9585
13,3935.4553
